State,Measures,Year,Number of Records,Values
Delaware,Highway Fatalities,2011,1,99
District of Columbia,Highway Fatalities,2011,1,27
Florida,Highway Fatalities,2011,1,2400
Georgia,Highway Fatalities,2011,1,1226
Hawaii,Highway Fatalities,2011,1,100
Idaho,Highway Fatalities,2011,1,167
Illinois,Highway Fatalities,2011,1,918
Indiana,Highway Fatalities,2011,1,751
Iowa,Highway Fatalities,2011,1,360
Kansas,Highway Fatalities,2011,1,386
Kentucky,Highway Fatalities,2011,1,720
Louisiana,Highway Fatalities,2011,1,680
Maine,Highway Fatalities,2011,1,136
Maryland,Highway Fatalities,2011,1,485
Massachusetts,Highway Fatalities,2011,1,374
Michigan,Highway Fatalities,2011,1,889
Minnesota,Highway Fatalities,2011,1,368
Mississippi,Highway Fatalities,2011,1,630
Missouri,Highway Fatalities,2011,1,786
Montana,Highway Fatalities,2011,1,209
Nebraska,Highway Fatalities,2011,1,181
Nevada,Highway Fatalities,2011,1,246
New Hampshire,Highway Fatalities,2011,1,90
New Jersey,Highway Fatalities,2011,1,627
New Mexico,Highway Fatalities,2011,1,350
New York,Highway Fatalities,2011,1,1171
North Carolina,Highway Fatalities,2011,1,1230
North Dakota,Highway Fatalities,2011,1,148
Ohio,Highway Fatalities,2011,1,1017
Oklahoma,Highway Fatalities,2011,1,696
Oregon,Highway Fatalities,2011,1,331
Pennsylvania,Highway Fatalities,2011,1,1286
Rhode Island,Highway Fatalities,2011,1,66
South Carolina,Highway Fatalities,2011,1,828
South Dakota,Highway Fatalities,2011,1,111
Tennessee,Highway Fatalities,2011,1,937
Texas,Highway Fatalities,2011,1,3054
Utah,Highway Fatalities,2011,1,243
Vermont,Highway Fatalities,2011,1,55
Virginia,Highway Fatalities,2011,1,764
Washington,Highway Fatalities,2011,1,454
West Virginia,Highway Fatalities,2011,1,338
Wisconsin,Highway Fatalities,2011,1,582
Wyoming,Highway Fatalities,2011,1,135
United States,Highway Fatalities,2011,1,32479
Alabama,Highway Fatalities,2012,1,865
Alaska,Highway Fatalities,2012,1,59
Arizona,Highway Fatalities,2012,1,821
Arkansas,Highway Fatalities,2012,1,560
California,Highway Fatalities,2012,1,2966
Colorado,Highway Fatalities,2012,1,474
Connecticut,Highway Fatalities,2012,1,264
Delaware,Highway Fatalities,2012,1,114
District of Columbia,Highway Fatalities,2012,1,15
Florida,Highway Fatalities,2012,1,2431
Georgia,Highway Fatalities,2012,1,1192
Hawaii,Highway Fatalities,2012,1,125
Idaho,Highway Fatalities,2012,1,184
Illinois,Highway Fatalities,2012,1,956
Indiana,Highway Fatalities,2012,1,781
Iowa,Highway Fatalities,2012,1,365
Kansas,Highway Fatalities,2012,1,405
Kentucky,Highway Fatalities,2012,1,746
Louisiana,Highway Fatalities,2012,1,723
Maine,Highway Fatalities,2012,1,164
Maryland,Highway Fatalities,2012,1,511
Massachusetts,Highway Fatalities,2012,1,383
Michigan,Highway Fatalities,2012,1,940
Minnesota,Highway Fatalities,2012,1,395
Mississippi,Highway Fatalities,2012,1,582
Missouri,Highway Fatalities,2012,1,826
Montana,Highway Fatalities,2012,1,205
Nebraska,Highway Fatalities,2012,1,212
Nevada,Highway Fatalities,2012,1,261
New Hampshire,Highway Fatalities,2012,1,108
New Jersey,Highway Fatalities,2012,1,589
New Mexico,Highway Fatalities,2012,1,366
New York,Highway Fatalities,2012,1,1180
North Carolina,Highway Fatalities,2012,1,1299
North Dakota,Highway Fatalities,2012,1,170
Ohio,Highway Fatalities,2012,1,1121
Oklahoma,Highway Fatalities,2012,1,709
Oregon,Highway Fatalities,2012,1,337
Pennsylvania,Highway Fatalities,2012,1,1310
Rhode Island,Highway Fatalities,2012,1,64
South Carolina,Highway Fatalities,2012,1,863
South Dakota,Highway Fatalities,2012,1,133
Tennessee,Highway Fatalities,2012,1,1015
Texas,Highway Fatalities,2012,1,3408
Utah,Highway Fatalities,2012,1,217
Vermont,Highway Fatalities,2012,1,77
Virginia,Highway Fatalities,2012,1,776
Washington,Highway Fatalities,2012,1,438
West Virginia,Highway Fatalities,2012,1,339
Wisconsin,Highway Fatalities,2012,1,615
Wyoming,Highway Fatalities,2012,1,123
United States,Highway Fatalities,2012,1,33782
Alabama,Highway Fatalities,2013,1,853
Alaska,Highway Fatalities,2013,1,51
Arizona,Highway Fatalities,2013,1,849
Arkansas,Highway Fatalities,2013,1,498
California,Highway Fatalities,2013,1,3107
Colorado,Highway Fatalities,2013,1,482
Connecticut,Highway Fatalities,2013,1,286
Delaware,Highway Fatalities,2013,1,99
District of Columbia,Highway Fatalities,2013,1,20
Florida,Highway Fatalities,2013,1,2403
Georgia,Highway Fatalities,2013,1,1180
Hawaii,Highway Fatalities,2013,1,102
Idaho,Highway Fatalities,2013,1,214
Illinois,Highway Fatalities,2013,1,991
Indiana,Highway Fatalities,2013,1,784
Iowa,Highway Fatalities,2013,1,317
Kansas,Highway Fatalities,2013,1,350
Kentucky,Highway Fatalities,2013,1,638
Louisiana,Highway Fatalities,2013,1,703
Maine,Highway Fatalities,2013,1,144
Maryland,Highway Fatalities,2013,1,465
Massachusetts,Highway Fatalities,2013,1,351
Michigan,Highway Fatalities,2013,1,947
Minnesota,Highway Fatalities,2013,1,387
Mississippi,Highway Fatalities,2013,1,613
Missouri,Highway Fatalities,2013,1,757
Montana,Highway Fatalities,2013,1,229
Nebraska,Highway Fatalities,2013,1,211
Nevada,Highway Fatalities,2013,1,266
New Hampshire,Highway Fatalities,2013,1,135
New Jersey,Highway Fatalities,2013,1,542
New Mexico,Highway Fatalities,2013,1,311
New York,Highway Fatalities,2013,1,1202
North Carolina,Highway Fatalities,2013,1,1290
North Dakota,Highway Fatalities,2013,1,148
Ohio,Highway Fatalities,2013,1,989
Oklahoma,Highway Fatalities,2013,1,678
Oregon,Highway Fatalities,2013,1,313
Pennsylvania,Highway Fatalities,2013,1,1210
Rhode Island,Highway Fatalities,2013,1,65
South Carolina,Highway Fatalities,2013,1,767
South Dakota,Highway Fatalities,2013,1,135
Tennessee,Highway Fatalities,2013,1,995
Texas,Highway Fatalities,2013,1,3389
Utah,Highway Fatalities,2013,1,220
Vermont,Highway Fatalities,2013,1,69
Virginia,Highway Fatalities,2013,1,740
Washington,Highway Fatalities,2013,1,436
West Virginia,Highway Fatalities,2013,1,332
Wisconsin,Highway Fatalities,2013,1,543
Wyoming,Highway Fatalities,2013,1,87
United States,Highway Fatalities,2013,1,32893
Alabama,Highway Fatalities,2014,1,820
Alaska,Highway Fatalities,2014,1,73
Arizona,Highway Fatalities,2014,1,773
Arkansas,Highway Fatalities,2014,1,470
California,Highway Fatalities,2014,1,3102
Colorado,Highway Fatalities,2014,1,488
Connecticut,Highway Fatalities,2014,1,248
Delaware,Highway Fatalities,2014,1,124
District of Columbia,Highway Fatalities,2014,1,23
Florida,Highway Fatalities,2014,1,2494
Georgia,Highway Fatalities,2014,1,1164
Hawaii,Highway Fatalities,2014,1,95
Idaho,Highway Fatalities,2014,1,186
Illinois,Highway Fatalities,2014,1,924
Indiana,Highway Fatalities,2014,1,745
Iowa,Highway Fatalities,2014,1,322
Kansas,Highway Fatalities,2014,1,385
Kentucky,Highway Fatalities,2014,1,672
Louisiana,Highway Fatalities,2014,1,740
Maine,Highway Fatalities,2014,1,131
Maryland,Highway Fatalities,2014,1,442
Massachusetts,Highway Fatalities,2014,1,354
Michigan,Highway Fatalities,2014,1,901
Minnesota,Highway Fatalities,2014,1,361
Mississippi,Highway Fatalities,2014,1,607
Missouri,Highway Fatalities,2014,1,766
Montana,Highway Fatalities,2014,1,192
Nebraska,Highway Fatalities,2014,1,225
Nevada,Highway Fatalities,2014,1,291
New Hampshire,Highway Fatalities,2014,1,95
New Jersey,Highway Fatalities,2014,1,556
New Mexico,Highway Fatalities,2014,1,386
New York,Highway Fatalities,2014,1,1041
North Carolina,Highway Fatalities,2014,1,1284
North Dakota,Highway Fatalities,2014,1,135
Ohio,Highway Fatalities,2014,1,1006
Oklahoma,Highway Fatalities,2014,1,669
Oregon,Highway Fatalities,2014,1,357
Pennsylvania,Highway Fatalities,2014,1,1195
Rhode Island,Highway Fatalities,2014,1,51
South Carolina,Highway Fatalities,2014,1,823
South Dakota,Highway Fatalities,2014,1,136
Tennessee,Highway Fatalities,2014,1,963
Texas,Highway Fatalities,2014,1,3536
Utah,Highway Fatalities,2014,1,256
Vermont,Highway Fatalities,2014,1,44
Virginia,Highway Fatalities,2014,1,703
Washington,Highway Fatalities,2014,1,462
West Virginia,Highway Fatalities,2014,1,272
Wisconsin,Highway Fatalities,2014,1,506
Wyoming,Highway Fatalities,2014,1,150
United States,Highway Fatalities,2014,1,32744
Alabama,Highway Fatalities,2015,1,850
Alaska,Highway Fatalities,2015,1,65
Arizona,Highway Fatalities,2015,1,897
Arkansas,Highway Fatalities,2015,1,550
California,Highway Fatalities,2015,1,3387
Colorado,Highway Fatalities,2015,1,547
Connecticut,Highway Fatalities,2015,1,270
Delaware,Highway Fatalities,2015,1,131
District of Columbia,Highway Fatalities,2015,1,23
Florida,Highway Fatalities,2015,1,2938
Georgia,Highway Fatalities,2015,1,1432
Hawaii,Highway Fatalities,2015,1,93
Idaho,Highway Fatalities,2015,1,216
Illinois,Highway Fatalities,2015,1,998
Indiana,Highway Fatalities,2015,1,817
Iowa,Highway Fatalities,2015,1,320
Kansas,Highway Fatalities,2015,1,355
Kentucky,Highway Fatalities,2015,1,761
Louisiana,Highway Fatalities,2015,1,752
Maine,Highway Fatalities,2015,1,156
Maryland,Highway Fatalities,2015,1,520
Massachusetts,Highway Fatalities,2015,1,344
Michigan,Highway Fatalities,2015,1,967
Minnesota,Highway Fatalities,2015,1,411
Mississippi,Highway Fatalities,2015,1,677
Missouri,Highway Fatalities,2015,1,870
Montana,Highway Fatalities,2015,1,224
Nebraska,Highway Fatalities,2015,1,246
Nevada,Highway Fatalities,2015,1,326
New Hampshire,Highway Fatalities,2015,1,114
New Jersey,Highway Fatalities,2015,1,561
New Mexico,Highway Fatalities,2015,1,298
New York,Highway Fatalities,2015,1,1136
North Carolina,Highway Fatalities,2015,1,1379
North Dakota,Highway Fatalities,2015,1,131
Ohio,Highway Fatalities,2015,1,1110
Oklahoma,Highway Fatalities,2015,1,645
Oregon,Highway Fatalities,2015,1,446
Pennsylvania,Highway Fatalities,2015,1,1200
Rhode Island,Highway Fatalities,2015,1,45
South Carolina,Highway Fatalities,2015,1,979
South Dakota,Highway Fatalities,2015,1,134
Tennessee,Highway Fatalities,2015,1,962
Texas,Highway Fatalities,2015,1,3582
Utah,Highway Fatalities,2015,1,278
Vermont,Highway Fatalities,2015,1,57
Virginia,Highway Fatalities,2015,1,754
Washington,Highway Fatalities,2015,1,551
West Virginia,Highway Fatalities,2015,1,268
Wisconsin,Highway Fatalities,2015,1,566
Wyoming,Highway Fatalities,2015,1,145
United States,Highway Fatalities,2015,1,35484
Alabama,Highway Fatalities,2016,1,1083
Alaska,Highway Fatalities,2016,1,84
Arizona,Highway Fatalities,2016,1,952
Arkansas,Highway Fatalities,2016,1,561
California,Highway Fatalities,2016,1,3837
Colorado,Highway Fatalities,2016,1,608
Connecticut,Highway Fatalities,2016,1,304
Delaware,Highway Fatalities,2016,1,119
District of Columbia,Highway Fatalities,2016,1,27
Florida,Highway Fatalities,2016,1,3176
Georgia,Highway Fatalities,2016,1,1556
Hawaii,Highway Fatalities,2016,1,120
Idaho,Highway Fatalities,2016,1,253
Illinois,Highway Fatalities,2016,1,1078
Indiana,Highway Fatalities,2016,1,829
Iowa,Highway Fatalities,2016,1,402
Kansas,Highway Fatalities,2016,1,429
Kentucky,Highway Fatalities,2016,1,834
Louisiana,Highway Fatalities,2016,1,757
Maine,Highway Fatalities,2016,1,160
Maryland,Highway Fatalities,2016,1,522
Massachusetts,Highway Fatalities,2016,1,387
Michigan,Highway Fatalities,2016,1,1065
Minnesota,Highway Fatalities,2016,1,392
Mississippi,Highway Fatalities,2016,1,687
Missouri,Highway Fatalities,2016,1,947
Montana,Highway Fatalities,2016,1,190
Nebraska,Highway Fatalities,2016,1,218
Nevada,Highway Fatalities,2016,1,329
New Hampshire,Highway Fatalities,2016,1,136
New Jersey,Highway Fatalities,2016,1,602
New Mexico,Highway Fatalities,2016,1,405
New York,Highway Fatalities,2016,1,1041
North Carolina,Highway Fatalities,2016,1,1450
North Dakota,Highway Fatalities,2016,1,113
Ohio,Highway Fatalities,2016,1,1132
Oklahoma,Highway Fatalities,2016,1,687
Oregon,Highway Fatalities,2016,1,498
Pennsylvania,Highway Fatalities,2016,1,1188
Rhode Island,Highway Fatalities,2016,1,51
South Carolina,Highway Fatalities,2016,1,1020
South Dakota,Highway Fatalities,2016,1,116
Tennessee,Highway Fatalities,2016,1,1037
Texas,Highway Fatalities,2016,1,3797
Utah,Highway Fatalities,2016,1,281
Vermont,Highway Fatalities,2016,1,62
Virginia,Highway Fatalities,2016,1,760
Washington,Highway Fatalities,2016,1,536
West Virginia,Highway Fatalities,2016,1,269
Wisconsin,Highway Fatalities,2016,1,607
Wyoming,Highway Fatalities,2016,1,112
United States,Highway Fatalities,2016,1,37806
Alabama,Highway Fatalities,2017,1,948
Alaska,Highway Fatalities,2017,1,79
Arizona,Highway Fatalities,2017,1,998
Arkansas,Highway Fatalities,2017,1,525
California,Highway Fatalities,2017,1,3884
Colorado,Highway Fatalities,2017,1,648
Connecticut,Highway Fatalities,2017,1,281
Delaware,Highway Fatalities,2017,1,119
District of Columbia,Highway Fatalities,2017,1,31
Florida,Highway Fatalities,2017,1,3116
Georgia,Highway Fatalities,2017,1,1540
Hawaii,Highway Fatalities,2017,1,107
Idaho,Highway Fatalities,2017,1,245
Illinois,Highway Fatalities,2017,1,1090
Indiana,Highway Fatalities,2017,1,916
Iowa,Highway Fatalities,2017,1,330
Kansas,Highway Fatalities,2017,1,461
Kentucky,Highway Fatalities,2017,1,782
Louisiana,Highway Fatalities,2017,1,770
Maine,Highway Fatalities,2017,1,173
Maryland,Highway Fatalities,2017,1,558
Massachusetts,Highway Fatalities,2017,1,347
Michigan,Highway Fatalities,2017,1,1031
Minnesota,Highway Fatalities,2017,1,358
Mississippi,Highway Fatalities,2017,1,685
Missouri,Highway Fatalities,2017,1,932
Montana,Highway Fatalities,2017,1,186
Nebraska,Highway Fatalities,2017,1,228
Nevada,Highway Fatalities,2017,1,311
New Hampshire,Highway Fatalities,2017,1,102
New Jersey,Highway Fatalities,2017,1,624
New Mexico,Highway Fatalities,2017,1,380
New York,Highway Fatalities,2017,1,1006
North Carolina,Highway Fatalities,2017,1,1412
North Dakota,Highway Fatalities,2017,1,116
Ohio,Highway Fatalities,2017,1,1179
Oklahoma,Highway Fatalities,2017,1,657
Oregon,Highway Fatalities,2017,1,439
Pennsylvania,Highway Fatalities,2017,1,1137
Rhode Island,Highway Fatalities,2017,1,84
South Carolina,Highway Fatalities,2017,1,989
South Dakota,Highway Fatalities,2017,1,129
Tennessee,Highway Fatalities,2017,1,1024
Texas,Highway Fatalities,2017,1,3732
Utah,Highway Fatalities,2017,1,273
Vermont,Highway Fatalities,2017,1,69
Virginia,Highway Fatalities,2017,1,839
Washington,Highway Fatalities,2017,1,563
West Virginia,Highway Fatalities,2017,1,304
Wisconsin,Highway Fatalities,2017,1,613
Wyoming,Highway Fatalities,2017,1,123
United States,Highway Fatalities,2017,1,37473
Alabama,Highway Fatalities,2018,1,953
Alaska,Highway Fatalities,2018,1,80
Arizona,Highway Fatalities,2018,1,1011
Arkansas,Highway Fatalities,2018,1,520
California,Highway Fatalities,2018,1,3798
Colorado,Highway Fatalities,2018,1,632
Connecticut,Highway Fatalities,2018,1,293
Delaware,Highway Fatalities,2018,1,111
District of Columbia,Highway Fatalities,2018,1,31
Florida,Highway Fatalities,2018,1,3135
Georgia,Highway Fatalities,2018,1,1505
Hawaii,Highway Fatalities,2018,1,117
Idaho,Highway Fatalities,2018,1,234
Illinois,Highway Fatalities,2018,1,1035
Indiana,Highway Fatalities,2018,1,860
Iowa,Highway Fatalities,2018,1,319
Kansas,Highway Fatalities,2018,1,405
Kentucky,Highway Fatalities,2018,1,724
Louisiana,Highway Fatalities,2018,1,771
Maine,Highway Fatalities,2018,1,136
Maryland,Highway Fatalities,2018,1,512
Massachusetts,Highway Fatalities,2018,1,355
Michigan,Highway Fatalities,2018,1,977
Minnesota,Highway Fatalities,2018,1,381
Mississippi,Highway Fatalities,2018,1,663
Missouri,Highway Fatalities,2018,1,921
Montana,Highway Fatalities,2018,1,181
Nebraska,Highway Fatalities,2018,1,230
Nevada,Highway Fatalities,2018,1,329
New Hampshire,Highway Fatalities,2018,1,147
New Jersey,Highway Fatalities,2018,1,563
New Mexico,Highway Fatalities,2018,1,392
New York,Highway Fatalities,2018,1,964
North Carolina,Highway Fatalities,2018,1,1436
North Dakota,Highway Fatalities,2018,1,105
Ohio,Highway Fatalities,2018,1,1068
Oklahoma,Highway Fatalities,2018,1,655
Oregon,Highway Fatalities,2018,1,502
Pennsylvania,Highway Fatalities,2018,1,1190
Puerto Rico,Highway Fatalities,2018,1,308
Rhode Island,Highway Fatalities,2018,1,59
South Carolina,Highway Fatalities,2018,1,1036
South Dakota,Highway Fatalities,2018,1,130
Tennessee,Highway Fatalities,2018,1,1040
Texas,Highway Fatalities,2018,1,3648
Utah,Highway Fatalities,2018,1,260
Vermont,Highway Fatalities,2018,1,68
Virginia,Highway Fatalities,2018,1,820
Washington,Highway Fatalities,2018,1,539
West Virginia,Highway Fatalities,2018,1,294
Wisconsin,Highway Fatalities,2018,1,589
Wyoming,Highway Fatalities,2018,1,111
United States,Highway Fatalities,2018,1,37143
Alabama,Highway Fatalities,2019,1,930
Alaska,Highway Fatalities,2019,1,67
Arizona,Highway Fatalities,2019,1,979
Arkansas,Highway Fatalities,2019,1,511
California,Highway Fatalities,2019,1,3719
Colorado,Highway Fatalities,2019,1,597
Connecticut,Highway Fatalities,2019,1,249
Delaware,Highway Fatalities,2019,1,132
District of Columbia,Highway Fatalities,2019,1,23
Florida,Highway Fatalities,2019,1,3185
Georgia,Highway Fatalities,2019,1,1492
Hawaii,Highway Fatalities,2019,1,108
Idaho,Highway Fatalities,2019,1,224
Illinois,Highway Fatalities,2019,1,1009
Indiana,Highway Fatalities,2019,1,810
Iowa,Highway Fatalities,2019,1,336
Kansas,Highway Fatalities,2019,1,410
Kentucky,Highway Fatalities,2019,1,732
Louisiana,Highway Fatalities,2019,1,727
Maine,Highway Fatalities,2019,1,157
Maryland,Highway Fatalities,2019,1,535
Massachusetts,Highway Fatalities,2019,1,336
Michigan,Highway Fatalities,2019,1,986
Minnesota,Highway Fatalities,2019,1,364
Mississippi,Highway Fatalities,2019,1,642
Missouri,Highway Fatalities,2019,1,881
Montana,Highway Fatalities,2019,1,184
Nebraska,Highway Fatalities,2019,1,248
Nevada,Highway Fatalities,2019,1,304
New Hampshire,Highway Fatalities,2019,1,101
New Jersey,Highway Fatalities,2019,1,558
New Mexico,Highway Fatalities,2019,1,425
New York,Highway Fatalities,2019,1,934
North Carolina,Highway Fatalities,2019,1,1457
North Dakota,Highway Fatalities,2019,1,100
Ohio,Highway Fatalities,2019,1,1153
Oklahoma,Highway Fatalities,2019,1,640
Oregon,Highway Fatalities,2019,1,493
Pennsylvania,Highway Fatalities,2019,1,1059
Puerto Rico,Highway Fatalities,2019,1,289
Rhode Island,Highway Fatalities,2019,1,57
South Carolina,Highway Fatalities,2019,1,1006
South Dakota,Highway Fatalities,2019,1,102
Tennessee,Highway Fatalities,2019,1,1136
Texas,Highway Fatalities,2019,1,3619
Utah,Highway Fatalities,2019,1,248
Vermont,Highway Fatalities,2019,1,47
Virginia,Highway Fatalities,2019,1,831
Washington,Highway Fatalities,2019,1,538
West Virginia,Highway Fatalities,2019,1,260
Wisconsin,Highway Fatalities,2019,1,567
Wyoming,Highway Fatalities,2019,1,147
United States,Highway Fatalities,2019,1,36644
Alabama,Highway Fatalities,2020,1,934
Alaska,Highway Fatalities,2020,1,64
Arizona,Highway Fatalities,2020,1,1054
Arkansas,Highway Fatalities,2020,1,638
California,Highway Fatalities,2020,1,3847
Colorado,Highway Fatalities,2020,1,622
Connecticut,Highway Fatalities,2020,1,295
